date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:30:10	114/114	---M--	200	added ('OK')	image/png	etag:%2272-56ef5b84cb3b9%22	https://lms.kyonggi.ac.kr/mod/vod/pix/layer/order_bar.png	/home/nse_project/lms.kyonggi.ac.kr/mod/vod/pix/layer/order_bar.png	(from https://lms.kyonggi.ac.kr/theme/styles.php/coursemosv2/1693408461/all)
01:30:11	3257/3257	---M--	200	added ('OK')	image/png	etag:%22cb9-56ef5b84cbb89%22	https://lms.kyonggi.ac.kr/mod/vod/pix/layer/exclamation.png	/home/nse_project/lms.kyonggi.ac.kr/mod/vod/pix/layer/exclamation.png	(from https://lms.kyonggi.ac.kr/theme/styles.php/coursemosv2/1693408461/all)
01:30:12	933/933	---M--	200	added ('OK')	image/gif	etag:%223a5-56ef5b84bf451%22	https://lms.kyonggi.ac.kr/mod/vod/pix/fileupload/bg_rgt_upload.gif	/home/nse_project/lms.kyonggi.ac.kr/mod/vod/pix/fileupload/bg_rgt_upload.gif	(from https://lms.kyonggi.ac.kr/theme/styles.php/coursemosv2/1693408461/all)
01:30:13	160/160	---M--	200	added ('OK')	image/png	etag:%22a0-56ef5b83c5074%22	https://lms.kyonggi.ac.kr/mod/wiki/pix/attachment.png	/home/nse_project/lms.kyonggi.ac.kr/mod/wiki/pix/attachment.png	(from https://lms.kyonggi.ac.kr/theme/styles.php/coursemosv2/1693408461/all)
01:30:14	704/704	---M--	200	added ('OK')	image/svg+xml	etag:%2215abd46590a94d746448e4d2b1e3868ba3d23e97%22	https://lms.kyonggi.ac.kr/theme/image.php/coursemosv2/mod_workshop/1693408461/userplan/task-todo	/home/nse_project/lms.kyonggi.ac.kr/theme/image.php/coursemosv2/mod_workshop/1693408461/userplan/task-todo.svg	(from https://lms.kyonggi.ac.kr/theme/styles.php/coursemosv2/1693408461/all)
01:30:15	445/445	---M--	200	added ('OK')	image/svg+xml	etag:%22ec84cfbaf784d278f22f042a83f5ad6f3d1e8a5b%22	https://lms.kyonggi.ac.kr/theme/image.php/coursemosv2/mod_workshop/1693408461/userplan/task-done	/home/nse_project/lms.kyonggi.ac.kr/theme/image.php/coursemosv2/mod_workshop/1693408461/userplan/task-done.svg	(from https://lms.kyonggi.ac.kr/theme/styles.php/coursemosv2/1693408461/all)
01:30:16	517/517	---M--	200	added ('OK')	image/svg+xml	etag:%22c5fea510251de53621531dceb8dd2617206dd860%22	https://lms.kyonggi.ac.kr/theme/image.php/coursemosv2/mod_workshop/1693408461/userplan/task-fail	/home/nse_project/lms.kyonggi.ac.kr/theme/image.php/coursemosv2/mod_workshop/1693408461/userplan/task-fail.svg	(from https://lms.kyonggi.ac.kr/theme/styles.php/coursemosv2/1693408461/all)
01:30:17	585/585	---M--	200	added ('OK')	image/svg+xml	etag:%22823976d9952189bf4ff40d2121c0098f0593495b%22	https://lms.kyonggi.ac.kr/theme/image.php/coursemosv2/mod_workshop/1693408461/userplan/task-info	/home/nse_project/lms.kyonggi.ac.kr/theme/image.php/coursemosv2/mod_workshop/1693408461/userplan/task-info.svg	(from https://lms.kyonggi.ac.kr/theme/styles.php/coursemosv2/1693408461/all)
01:30:18	608/608	---M--	200	added ('OK')	image/gif	etag:%2204153bd30f5e9ea5f3bfc6c32b4f1989dc20aad6%22	https://lms.kyonggi.ac.kr/theme/image.php/coursemosv2/block_admin_presets/1693408461/check0	/home/nse_project/lms.kyonggi.ac.kr/theme/image.php/coursemosv2/block_admin_presets/1693408461/check0.gif	(from https://lms.kyonggi.ac.kr/theme/styles.php/coursemosv2/1693408461/all)
01:30:19	622/622	---M--	200	added ('OK')	image/gif	etag:%22cc916fad90ecd6d58f5311509e53db218dc36c23%22	https://lms.kyonggi.ac.kr/theme/image.php/coursemosv2/block_admin_presets/1693408461/check1	/home/nse_project/lms.kyonggi.ac.kr/theme/image.php/coursemosv2/block_admin_presets/1693408461/check1.gif	(from https://lms.kyonggi.ac.kr/theme/styles.php/coursemosv2/1693408461/all)
01:30:20	609/609	---M--	200	added ('OK')	image/gif	etag:%22a5f95b854b536c5df31bf33646f92271463b3ff5%22	https://lms.kyonggi.ac.kr/theme/image.php/coursemosv2/block_admin_presets/1693408461/check2	/home/nse_project/lms.kyonggi.ac.kr/theme/image.php/coursemosv2/block_admin_presets/1693408461/check2.gif	(from https://lms.kyonggi.ac.kr/theme/styles.php/coursemosv2/1693408461/all)
